,index,action,adventure,animation,children,comedy,crime,date,documentary,drama,fantasy,horror,id,musical,mystery,noir,romance,scifi,thriller,title,war,western,Unnamed: 0,dates,domestic gross,production budget,title,worldwide gross
895,Love Affair (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,1297,0,0,0,1,0,0,Love Affair,,,895,12/12/03,"$33,832,741","$55,000,000", Stuck On You,"$63,537,164"
896,"Love Bug, The (1969)",0,0,0,1,1,0,1-Jan-69,0,0,0,0,139,0,0,0,0,0,0,"Love Bug, The",,,896,2/29/08,"$33,479,698","$55,000,000", Semi-Pro,"$43,980,363"
897,Love Is All There Is (1996),0,0,0,0,1,0,11-Oct-96,0,1,0,0,1457,0,0,0,0,0,0,Love Is All There Is,,,897,4/27/12,"$31,051,126","$55,000,000", The Pirates! Band of Misfits,"$136,143,605"
898,Love Jones (1997),0,0,0,0,0,0,14-Mar-97,0,0,0,0,872,0,0,0,1,0,0,Love Jones,,,898,12/2/05,"$25,857,987","$55,000,000", Aeon Flux,"$47,953,341"
899,Love Serenade (1996),0,0,0,0,1,0,11-Jul-97,0,0,0,0,1605,0,0,0,0,0,0,Love Serenade,,,899,8/2/96,"$21,226,204","$55,000,000", Chain Reaction,"$60,209,334"
900,Love and Death on Long Island (1997),0,0,0,0,1,0,10-Mar-98,0,0,0,0,913,0,0,0,0,0,0,Love and Death on Long Island,,,900,8/16/96,"$18,582,965","$55,000,000", The Fan,"$18,582,965"
901,Love and Other Catastrophes (1996),0,0,0,0,0,0,28-Mar-97,0,0,0,0,1379,0,0,0,1,0,0,Love and Other Catastrophes,,,901,10/12/07,"$16,285,240","$55,000,000", Elizabeth: The Golden Age,"$74,870,866"
902,Love and a .45 (1994),0,0,0,0,0,0,1-Jan-94,0,0,0,0,1077,0,0,0,0,0,1,Love and a .45,,,902,6/12/09,"$16,123,323","$55,000,000", Imagine That,"$16,123,323"
903,Love in the Afternoon (1957),0,0,0,0,1,0,1-Jan-57,0,0,0,0,1269,0,0,0,1,0,0,Love in the Afternoon,,,903,2/21/03,"$12,882,934","$55,000,000", Gods and Generals,"$12,923,936"
904,Love! Valour! Compassion! (1997),0,0,0,0,0,0,16-May-97,0,1,0,0,1160,0,0,0,1,0,0,Love! Valour! Compassion!,,,904,1/10/97,"$11,532,774","$55,000,000", Turbulence,"$11,532,774"
905,Lover's Knot (1996),0,0,0,0,1,0,12-Jul-96,0,0,0,0,1351,0,0,0,0,0,0,Lover's Knot,,,905,2/1/13,"$9,489,829","$55,000,000", Bullet to the Head,"$22,597,969"
906,"Low Down Dirty Shame, A (1994)",1,0,0,0,1,0,1-Jan-94,0,0,0,0,1181,0,0,0,0,0,0,"Low Down Dirty Shame, A",,,906,9/22/06,"$7,221,458","$55,000,000", All the King's Men,"$9,521,458"
907,"Low Life, The (1994)",0,0,0,0,0,0,10-May-96,0,1,0,0,1329,0,0,0,0,0,0,"Low Life, The",,,907,7/30/04,"$6,768,055","$55,000,000", Thunderbirds,"$28,231,444"
908,M (1931),0,0,0,0,0,1,1-Jan-31,0,0,0,0,656,0,0,1,0,0,1,M,,,908,11/26/04,"$6,167,817","$55,000,000", A Very Long Engagement,"$69,759,296"
909,M*A*S*H (1970),0,0,0,0,1,0,1-Jan-70,0,0,0,0,211,0,0,0,0,0,0,M*A*S*H,,,909,5/4/07,"$5,755,286","$55,000,000", Lucky You,"$6,521,829"
910,M. Butterfly (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,1401,0,0,0,0,0,0,M. Butterfly,,,910,7/22/98,"$1,147,784","$55,000,000", Lolita,"$1,147,784"
911,MURDER and murder (1996),0,0,0,0,0,1,20-Jun-97,0,1,0,0,1669,0,1,0,0,0,0,MURDER and murder,,,911,9/20/02,"$79,161","$55,000,000", Eye See You,"$1,807,990"
912,Ma vie en rose (My Life in Pink) (1997),0,0,0,0,1,0,26-Dec-97,0,1,0,0,904,0,0,0,0,0,0,Ma vie en rose (My Life in Pink),,,912,6/19/81,"$108,185,706","$54,000,000", Superman II,"$108,185,706"
913,"Machine, The (1994)",0,0,0,0,1,0,1-Jan-94,0,0,0,1,1371,0,0,0,0,0,0,"Machine, The",,,913,3/22/02,"$81,676,888","$54,000,000", Blade 2,"$154,338,601"
914,Mad City (1997),1,0,0,0,0,0,1-Jan-97,0,1,0,0,339,0,0,0,0,0,0,Mad City,,,914,7/14/06,"$75,802,010","$54,000,000"," You, Me and Dupree","$130,402,010"
915,Mad Dog Time (1996),0,0,0,0,0,1,8-Nov-96,0,0,0,0,1510,0,0,0,0,0,0,Mad Dog Time,,,915,12/19/08,"$69,951,824","$54,000,000", Seven Pounds,"$166,617,328"
916,Mad Love (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,36,0,0,0,1,0,0,Mad Love,,,916,12/25/90,"$66,520,529","$54,000,000", The Godfather: Part III,"$66,520,529"
917,Madame Butterfly (1995),0,0,0,0,0,0,20-Sep-96,0,0,0,0,1459,1,0,0,0,0,0,Madame Butterfly,,,917,10/14/05,"$26,850,426","$54,000,000", Elizabethtown,"$50,719,373"
918,Made in America (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,734,0,0,0,0,0,0,Made in America,,,918,8/1/03,"$6,087,542","$54,000,000", Gigli,"$7,126,002"
919,"Madness of King George, The (1994)",0,0,0,0,0,0,1-Jan-94,0,1,0,0,52,0,0,0,0,0,0,"Madness of King George, The",,,919,6/16/00,"$70,327,868","$53,012,938", Shaft,"$107,190,108"
920,Madonna: Truth or Dare (1991),0,0,0,0,0,0,1-Jan-91,1,0,0,0,1232,0,0,0,0,0,0,Madonna: Truth or Dare,,,920,8/5/05,"$80,270,227","$53,000,000", The Dukes of Hazzard,"$109,848,461"
921,"Magic Hour, The (1998)",0,0,0,0,0,0,30-Jan-98,0,1,0,0,1592,0,0,0,0,0,0,"Magic Hour, The",,,921,10/16/09,"$73,357,727","$53,000,000", Law Abiding Citizen,"$131,159,781"
922,"Magnificent Seven, The (1954)",1,0,0,0,0,0,1-Jan-54,0,1,0,0,510,0,0,0,0,0,0,"Magnificent Seven, The",,,922,9/18/15,"$62,575,678","$53,000,000", Black Mass,"$95,341,263"
923,Major Payne (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,1178,0,0,0,0,0,0,Major Payne,,,923,11/14/97,"$58,403,409","$53,000,000", Anastasia,"$139,801,410"
924,Malice (1993),0,0,0,0,0,0,1-Jan-93,0,0,0,0,1046,0,0,0,0,0,1,Malice,,,924,5/18/01,"$57,386,369","$53,000,000", Moulin Rouge,"$179,213,196"
925,Mallrats (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,721,0,0,0,0,0,0,Mallrats,,,925,11/2/01,"$45,207,112","$53,000,000", Domestic Disturbance,"$54,207,112"
926,"Maltese Falcon, The (1941)",0,0,0,0,0,0,1-Jan-41,0,0,0,0,484,0,1,1,0,0,0,"Maltese Falcon, The",,,926,10/20/06,"$33,602,376","$53,000,000", Flags of Our Fathers,"$63,657,941"
927,Mamma Roma (1962),0,0,0,0,0,0,1-Jan-62,0,1,0,0,1674,0,0,0,0,0,0,Mamma Roma,,,927,4/6/07,"$25,031,037","$53,000,000", Grindhouse,"$50,187,789"
928,"Man Who Knew Too Little, The (1997)",0,0,0,0,1,0,1-Jan-97,0,0,0,0,342,0,1,0,0,0,0,"Man Who Knew Too Little, The",,,928,10/16/98,"$22,852,487","$53,000,000", Beloved,"$22,852,487"
929,"Man Who Would Be King, The (1975)",0,1,0,0,0,0,1-Jan-75,0,0,0,0,530,0,0,0,0,0,0,"Man Who Would Be King, The",,,929,12/19/12,"$95,720,716","$52,500,000", Zero Dark Thirty,"$134,612,435"
930,"Man Without a Face, The (1993)",0,0,0,0,0,0,1-Jan-93,0,1,0,0,392,0,0,0,0,0,0,"Man Without a Face, The",,,930,12/25/02,"$164,606,800","$52,000,000", Catch Me if You Can,"$355,612,291"
931,"Man from Down Under, The (1943)",0,0,0,0,0,0,1-Jan-43,0,1,0,0,1566,0,0,0,0,0,0,"Man from Down Under, The",,,931,7/18/08,"$144,130,063","$52,000,000", Mamma Mia!,"$602,500,560"
932,"Man in the Iron Mask, The (1998)",1,0,0,0,0,0,17-Mar-98,0,1,0,0,1483,0,0,0,1,0,0,"Man in the Iron Mask, The",,,932,6/2/06,"$118,703,275","$52,000,000", The Break-Up,"$205,727,307"
933,"Man of No Importance, A (1994)",0,0,0,0,0,0,1-Jan-94,0,1,0,0,1075,0,0,0,0,0,0,"Man of No Importance, A",,,933,2/12/10,"$110,485,654","$52,000,000", Valentine's Day,"$217,569,328"
934,Man of the House (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,1179,0,0,0,0,0,0,Man of the House,,,934,11/22/95,"$42,438,300","$52,000,000", Casino,"$110,400,000"
935,Man of the Year (1995),0,0,0,0,0,0,1-Mar-96,1,0,0,0,766,0,0,0,0,0,0,Man of the Year,,,935,8/5/11,"$37,081,475","$52,000,000", The Change-Up,"$75,835,124"
936,"Manchurian Candidate, The (1962)",0,0,0,0,0,0,1-Jan-62,0,0,0,0,657,0,0,1,0,0,1,"Manchurian Candidate, The",,,936,12/23/98,"$36,400,491","$52,000,000", The Thin Red Line,"$97,709,034"
937,Manhattan (1979),0,0,0,0,1,0,1-Jan-79,0,1,0,0,517,0,0,0,1,0,0,Manhattan,,,937,12/22/99,"$34,580,635","$52,000,000", Man on the Moon,"$47,407,635"
938,Manhattan Murder Mystery (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,805,0,1,0,0,0,0,Manhattan Murder Mystery,,,938,2/5/10,"$24,077,427","$52,000,000", From Paris With Love,"$53,139,168"
939,Manny & Lo (1996),0,0,0,0,0,0,26-Jul-96,0,1,0,0,1281,0,0,0,0,0,0,Manny & Lo,,,939,4/16/03,"$23,010,607","$52,000,000", Bulletproof Monk,"$23,010,607"
940,Manon of the Spring (Manon des sources) (1986),0,0,0,0,0,0,1-Jan-86,0,1,0,0,166,0,0,0,0,0,0,Manon of the Spring (Manon des sources),,,940,6/23/00,"$90,570,999","$51,000,000"," Me, Myself & Irene","$149,270,999"
941,Margaret's Museum (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,1466,0,0,0,0,0,0,Margaret's Museum,,,941,8/4/06,"$72,779,000","$51,000,000", Barnyard: The Original Party Animals,"$118,583,844"
942,"Mark of Zorro, The (1940)",0,1,0,0,0,0,1-Jan-40,0,0,0,0,1116,0,0,0,0,0,0,"Mark of Zorro, The",,,942,11/22/06,"$35,093,569","$51,000,000", Deck the Halls,"$46,815,807"
943,Marked for Death (1990),1,0,0,0,0,0,1-Jan-90,0,1,0,0,1231,0,0,0,0,0,0,Marked for Death,,,943,3/4/11,"$62,495,645","$50,200,000", The Adjustment Bureau,"$126,931,325"
944,Marlene Dietrich: Shadow and Light (1996) ,0,0,0,0,0,0,2-Apr-96,1,0,0,0,1201,0,0,0,0,0,0,Marlene Dietrich: Shadow and Light ,,,944,11/20/09,"$296,623,634","$50,000,000", The Twilight Saga: New Moon,"$687,557,727"
945,Mars Attacks! (1996),1,0,0,0,1,0,13-Dec-96,0,0,0,0,235,0,0,0,0,1,0,Mars Attacks!,,,945,5/18/01,"$267,655,011","$50,000,000", Shrek,"$491,812,794"
946,Marvin's Room (1996),0,0,0,0,0,0,18-Dec-96,0,1,0,0,287,0,0,0,0,0,0,Marvin's Room,,,946,6/29/12,"$218,665,740","$50,000,000", Ted,"$556,016,627"
947,Mary Poppins (1964),0,0,0,1,1,0,1-Jan-64,0,0,0,0,419,1,0,0,0,0,0,Mary Poppins,,,947,6/13/14,"$191,719,337","$50,000,000", 22 Jump Street,"$331,333,876"
948,Mary Reilly (1996),0,0,0,0,0,0,23-Feb-96,0,1,0,0,370,0,0,0,0,0,1,Mary Reilly,,,948,6/14/91,"$165,493,908","$50,000,000", Robin Hood: Prince of Thieves,"$390,500,000"
949,Mary Shelley's Frankenstein (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,1,561,0,0,0,0,0,0,Mary Shelley's Frankenstein,,,949,12/13/96,"$153,952,592","$50,000,000", Jerry Maguire,"$274,000,000"
950,"Mask, The (1994)",0,0,0,0,1,1,1-Jan-94,0,0,1,0,72,0,0,0,0,0,0,"Mask, The",,,950,12/25/15,"$150,357,137","$50,000,000", Daddy‰Ûªs Home,"$238,757,137"
951,Mat' i syn (1997),0,0,0,0,0,0,6-Feb-98,0,1,0,0,1678,0,0,0,0,0,0,Mat' i syn,,,951,12/24/97,"$148,478,011","$50,000,000", As Good as it Gets,"$314,111,923"
952,"MatchMaker, The (1997)",0,0,0,0,1,0,1-Jan-97,0,0,0,0,749,0,0,0,1,0,0,"MatchMaker, The",,,952,12/25/98,"$135,014,968","$50,000,000", Patch Adams,"$202,173,000"
953,Matilda (1996),0,0,0,1,1,0,2-Aug-96,0,0,0,0,477,0,0,0,0,0,0,Matilda,,,953,12/25/14,"$128,002,372","$50,000,000", Into the Woods,"$203,502,372"
954,Maverick (1994),1,0,0,0,1,0,1-Jan-94,0,0,0,0,73,0,0,0,0,0,0,Maverick,,,954,12/18/13,"$127,352,707","$50,000,000", Anchorman 2: The Legend Continues,"$172,185,754"
955,Maximum Risk (1996),1,1,0,0,0,0,13-Sep-96,0,0,0,0,982,0,0,0,0,0,1,Maximum Risk,,,955,6/9/11,"$127,004,179","$50,000,000", Super 8,"$257,972,745"
956,Maya Lin: A Strong Clear Vision (1994),0,0,0,0,0,0,1-Jan-94,1,0,0,0,119,0,0,0,0,0,0,Maya Lin: A Strong Clear Vision,,,956,6/28/02,"$126,293,452","$50,000,000", Mr. Deeds,"$171,269,535"
957,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",0,0,0,0,1,0,19-Jul-96,0,0,0,0,1202,0,0,0,0,0,0,"Maybe, Maybe Not (Bewegte Mann, Der)",,,957,3/17/00,"$125,548,685","$50,000,000", Erin Brockovich,"$257,805,243"
958,McHale's Navy (1997),0,0,0,0,1,0,18-Apr-97,0,0,0,0,687,0,0,0,0,0,0,McHale's Navy,,,958,2/7/03,"$105,807,520","$50,000,000", How to Lose a Guy in 10 Days,"$178,890,782"
959,Mediterraneo (1991),0,0,0,0,1,0,1-Jan-91,0,0,0,0,971,0,0,0,0,0,0,Mediterraneo,,,959,11/11/94,"$105,264,608","$50,000,000", Interview with the Vampire: The Vampire Chronicles,"$223,564,608"
960,Meet John Doe (1941),0,0,0,0,0,0,1-Jan-41,0,1,0,0,837,0,0,0,0,0,0,Meet John Doe,,,960,12/19/08,"$97,690,976","$50,000,000", Yes Man,"$225,990,976"
961,Meet Me in St. Louis (1944),0,0,0,0,0,0,1-Jan-44,0,0,0,0,605,1,0,0,0,0,0,Meet Me in St. Louis,,,961,6/17/16,"$94,842,133","$50,000,000", Central Intelligence,"$125,142,133"
962,Meet Wally Sparks (1997),0,0,0,0,1,0,31-Jan-97,0,0,0,0,1376,0,0,0,0,0,0,Meet Wally Sparks,,,962,2/28/14,"$91,742,160","$50,000,000", Non-Stop,"$212,742,160"
963,Men With Guns (1997),1,0,0,0,0,0,6-Mar-98,0,1,0,0,1646,0,0,0,0,0,0,Men With Guns,,,963,12/25/98,"$91,137,662","$50,000,000", Stepmom,"$159,745,279"
964,Men in Black (1997),1,1,0,0,1,0,4-Jul-97,0,0,0,0,257,0,0,0,0,1,0,Men in Black,,,964,8/9/13,"$90,282,580","$50,000,000", Disney Planes,"$238,059,569"
965,Men of Means (1998),1,0,0,0,0,0,1-Jan-97,0,1,0,0,1433,0,0,0,0,0,0,Men of Means,,,965,3/10/06,"$88,715,192","$50,000,000", Failure to Launch,"$128,402,901"
966,Menace II Society (1993),1,0,0,0,0,1,1-Jan-93,0,1,0,0,806,0,0,0,0,0,0,Menace II Society,,,966,3/24/06,"$88,634,237","$50,000,000", Inside Man,"$185,798,265"
967,Mercury Rising (1998),1,0,0,0,0,0,27-Mar-98,0,1,0,0,917,0,0,0,0,0,1,Mercury Rising,,,967,7/29/11,"$84,351,197","$50,000,000"," Crazy, Stupid, Love","$147,142,328"
968,Metisse (Café au Lait) (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,1322,0,0,0,0,0,0,Metisse (Café au Lait),,,968,2/5/99,"$81,526,121","$50,000,000", Payback,"$161,626,121"
969,Metro (1997),1,0,0,0,0,0,17-Jan-97,0,0,0,0,1244,0,0,0,0,0,0,Metro,,,969,6/9/95,"$81,022,333","$50,000,000", Congo,"$152,022,333"
970,Miami Rhapsody (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,700,0,0,0,0,0,0,Miami Rhapsody,,,970,3/20/09,"$79,957,634","$50,000,000", Knowing,"$186,450,317"
971,Michael (1996),0,0,0,0,1,0,25-Dec-96,0,0,0,0,866,0,0,0,1,0,0,Michael,,,971,3/18/05,"$75,941,727","$50,000,000", The Ring Two,"$161,941,727"
972,Michael Collins (1996),0,0,0,0,0,0,11-Oct-96,0,1,0,0,744,0,0,0,0,0,0,Michael Collins,,,972,11/26/11,"$75,624,550","$50,000,000", We Bought a Zoo,"$118,729,073"
973,Microcosmos: Le peuple de l'herbe (1996),0,0,0,0,0,0,11-Oct-96,1,0,0,0,634,0,0,0,0,0,0,Microcosmos: Le peuple de l'herbe,,,973,9/23/11,"$75,605,492","$50,000,000", Moneyball,"$111,300,835"
974,Midnight Dancers (Sibak) (1994),0,0,0,0,1,0,1-Jan-94,0,1,0,0,1333,0,0,0,0,0,0,Midnight Dancers (Sibak),,,974,6/11/04,"$75,367,693","$50,000,000", Garfield,"$208,094,550"
975,Midnight in the Garden of Good and Evil (1997),0,0,0,0,1,1,1-Jan-97,0,1,0,0,312,0,1,0,0,0,0,Midnight in the Garden of Good and Evil,,,975,11/24/04,"$73,701,902","$50,000,000", Christmas with the Kranks,"$96,469,187"
976,Mighty Aphrodite (1995),0,0,0,0,1,0,30-Oct-95,0,0,0,0,13,0,0,0,0,0,0,Mighty Aphrodite,,,976,3/17/06,"$70,511,035","$50,000,000", V for Vendetta,"$130,214,162"
977,Mighty Morphin Power Rangers: The Movie (1995),1,0,0,1,0,0,1-Jan-95,0,0,0,0,374,0,0,0,0,0,0,Mighty Morphin Power Rangers: The Movie,,,977,3/10/95,"$67,823,573","$50,000,000", Outbreak,"$67,823,573"
978,"Mighty, The (1998)",0,0,0,0,0,0,9-Oct-98,0,1,0,0,1432,0,0,0,0,0,0,"Mighty, The",,,978,3/13/09,"$67,172,594","$50,000,000", Race to Witch Mountain,"$105,103,783"
979,Milk Money (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,783,0,0,0,1,0,0,Milk Money,,,979,9/24/04,"$66,711,892","$50,000,000", The Forgotten,"$117,211,892"
980,Mille bolle blu (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,1349,0,0,0,0,0,0,Mille bolle blu,,,980,6/22/05,"$66,010,682","$50,000,000", Herbie: Fully Loaded,"$144,110,682"
981,Miller's Crossing (1990),0,0,0,0,0,0,1-Jan-90,0,1,0,0,518,0,0,0,0,0,0,Miller's Crossing,,,981,2/7/03,"$60,470,220","$50,000,000", Shanghai Knights,"$88,316,835"
982,Mimic (1997),0,0,0,0,0,0,22-Aug-97,0,0,0,0,264,0,0,0,0,1,1,Mimic,,,982,7/18/14,"$59,157,732","$50,000,000", Planes: Fire and Rescue,"$156,399,644"
983,Mina Tannenbaum (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,1368,0,0,0,0,0,0,Mina Tannenbaum,,,983,2/10/06,"$58,640,119","$50,000,000", Curious George,"$71,052,604"
984,Miracle on 34th Street (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,378,0,0,0,0,0,0,Miracle on 34th Street,,,984,4/6/12,"$56,758,835","$50,000,000", American Reunion,"$236,799,211"
985,Mirage (1995),1,0,0,0,0,0,1-Jan-95,0,0,0,0,1673,0,0,0,0,0,1,Mirage,,,985,1/25/13,"$55,703,475","$50,000,000", Hansel & Gretel: Witch Hunters,"$214,949,716"
986,"Mirror Has Two Faces, The (1996)",0,0,0,0,1,0,15-Nov-96,0,0,0,0,220,0,0,0,1,0,0,"Mirror Has Two Faces, The",,,986,2/18/11,"$55,100,437","$50,000,000", I am Number Four,"$146,195,159"
987,Mission: Impossible (1996),1,1,0,0,0,0,22-May-96,0,0,0,0,405,0,1,0,0,0,0,Mission: Impossible,,,987,9/28/01,"$54,997,476","$50,000,000", Don‰Ûªt Say a Word,"$104,488,383"
988,"Misérables, Les (1995)",0,0,0,0,0,0,1-Jan-95,0,1,0,0,543,1,0,0,0,0,0,"Misérables, Les",,,988,1/15/16,"$52,853,219","$50,000,000", 13 Hours: The Secret Soldiers of Benghazi,"$68,053,219"
989,Mixed Nuts (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,1209,0,0,0,0,0,0,Mixed Nuts,,,989,5/8/02,"$52,752,475","$50,000,000", Unfaithful,"$119,114,494"
990,"Modern Affair, A (1995)",0,0,0,0,0,0,6-Sep-96,0,0,0,0,1493,0,0,0,1,0,0,"Modern Affair, A",,,990,11/23/05,"$50,824,620","$50,000,000", Syriana,"$92,690,959"
991,Moll Flanders (1996),0,0,0,0,0,0,14-Jun-96,0,1,0,0,107,0,0,0,0,0,0,Moll Flanders,,,991,9/10/04,"$50,740,078","$50,000,000", Resident Evil: Apocalypse,"$125,168,734"
992,Mondo (1996),0,0,0,0,0,0,27-Jun-97,0,1,0,0,1389,0,0,0,0,0,0,Mondo,,,992,10/17/14,"$50,151,543","$50,000,000", The Book of Life,"$97,651,543"
993,Money Talks (1997),1,0,0,0,1,0,22-Aug-97,0,0,0,0,881,0,0,0,0,0,0,Money Talks,,,993,2/14/97,"$50,068,310","$50,000,000", Absolute Power,"$50,068,310"
994,Money Train (1995),1,0,0,0,0,0,1-Jan-95,0,0,0,0,540,0,0,0,0,0,0,Money Train,,,994,2/10/06,"$48,751,189","$50,000,000", Firewall,"$82,751,189"
995,"Month by the Lake, A (1995)",0,0,0,0,1,0,1-Jan-95,0,1,0,0,964,0,0,0,0,0,0,"Month by the Lake, A",,,995,9/12/97,"$48,265,581","$50,000,000", The Game,"$80,369,970"
996,Monty Python and the Holy Grail (1974),0,0,0,0,1,0,1-Jan-74,0,0,0,0,168,0,0,0,0,0,0,Monty Python and the Holy Grail,,,996,8/22/97,"$48,169,156","$50,000,000", G.I. Jane,"$48,169,156"
997,Monty Python's Life of Brian (1979),0,0,0,0,1,0,1-Jan-79,0,0,0,0,154,0,0,0,0,0,0,Monty Python's Life of Brian,,,997,8/8/14,"$47,602,194","$50,000,000", Into the Storm,"$156,602,194"
998,Moonlight and Valentino (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,1441,0,0,0,1,0,0,Moonlight and Valentino,,,998,10/10/14,"$47,119,388","$50,000,000", The Judge,"$76,119,388"
999,Mortal Kombat (1995),1,1,0,0,0,0,1-Jan-95,0,0,0,0,541,0,0,0,0,0,0,Mortal Kombat,,,999,4/21/06,"$46,982,632","$50,000,000", Silent Hill,"$94,704,227"
1000,Mortal Kombat: Annihilation (1997),1,1,0,0,0,0,1-Jan-97,0,0,0,0,890,0,0,0,0,0,0,Mortal Kombat: Annihilation,,,1000,8/11/00,"$44,737,059","$50,000,000", The Replacements,"$50,054,511"
1001,"Mostro, Il (1994)",0,0,0,0,1,0,19-Apr-96,0,0,0,0,1494,0,0,0,0,0,0,"Mostro, Il",,,1001,7/29/98,"$44,705,766","$50,000,000", The Negotiator,"$49,105,766"
1002,Mother (1996),0,0,0,0,1,0,25-Dec-96,0,0,0,0,321,0,0,0,0,0,0,Mother,,,1002,5/25/94,"$42,586,861","$50,000,000", Beverly Hills Cop III,"$119,180,938"
1003,Mother Night (1996),0,0,0,0,0,0,1-Nov-96,0,1,0,0,980,0,0,0,0,0,0,Mother Night,,,1003,6/15/90,"$41,476,097","$50,000,000", Gremlins 2: The New Batch,"$41,476,097"
1004,Mouse Hunt (1997),0,0,0,1,1,0,1-Jan-97,0,0,0,0,539,0,0,0,0,0,0,Mouse Hunt,,,1004,9/26/97,"$41,263,140","$50,000,000", The Peacemaker,"$62,967,368"
1005,Mr. Holland's Opus (1995),0,0,0,0,0,0,29-Jan-96,0,1,0,0,15,0,0,0,0,0,0,Mr. Holland's Opus,,,1005,10/3/03,"$41,083,108","$50,000,000", Out of Time,"$55,489,826"
1006,Mr. Jones (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,1436,0,0,0,1,0,0,Mr. Jones,,,1006,11/12/04,"$40,203,020","$50,000,000", Bridget Jones: The Edge Of Reason,"$263,894,551"
1007,Mr. Magoo (1997),0,0,0,0,1,0,25-Dec-97,0,0,0,0,901,0,0,0,0,0,0,Mr. Magoo,,,1007,2/11/00,"$39,778,599","$50,000,000", The Beach,"$39,778,599"
1008,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,1-Jan-39,0,1,0,0,136,0,0,0,0,0,0,Mr. Smith Goes to Washington,,,1008,6/10/05,"$39,177,684","$50,000,000", The Adventures of Sharkboy and Lavagirl in 3-D,"$69,425,966"
1009,Mr. Wonderful (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,1521,0,0,0,1,0,0,Mr. Wonderful,,,1009,2/18/94,"$38,590,458","$50,000,000", On Deadly Ground,"$38,590,458"
1010,Mr. Wrong (1996),0,0,0,0,1,0,16-Feb-96,0,0,0,0,1054,0,0,0,0,0,0,Mr. Wrong,,,1010,11/25/09,"$38,122,883","$50,000,000", Ninja Assassin,"$62,209,892"
1011,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0,0,0,0,0,0,1-Jan-97,0,1,0,0,306,0,0,0,1,0,0,"Mrs. Brown (Her Majesty, Mrs. Brown)",,,1011,5/28/04,"$37,485,528","$50,000,000", Raising Helen,"$43,340,302"
1012,Mrs. Dalloway (1997),0,0,0,0,0,0,1-Jan-97,0,0,0,0,1024,0,0,0,1,0,0,Mrs. Dalloway,,,1012,9/17/99,"$35,188,640","$50,000,000", For Love of the Game,"$46,112,640"
1013,Mrs. Doubtfire (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,393,0,0,0,0,0,0,Mrs. Doubtfire,,,1013,12/11/98,"$34,645,374","$50,000,000", Jack Frost,"$34,645,374"
1014,Mrs. Parker and the Vicious Circle (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,1113,0,0,0,0,0,0,Mrs. Parker and the Vicious Circle,,,1014,6/4/10,"$33,644,788","$50,000,000", Marmaduke,"$84,023,611"
1015,Mrs. Winterbourne (1996),0,0,0,0,1,0,19-Apr-96,0,0,0,0,821,0,0,0,1,0,0,Mrs. Winterbourne,,,1015,6/28/96,"$33,109,743","$50,000,000", Striptease,"$113,309,743"
1016,Much Ado About Nothing (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,83,0,0,0,1,0,0,Much Ado About Nothing,,,1016,10/15/10,"$32,746,941","$50,000,000", Hereafter,"$105,246,941"
1017,Mulholland Falls (1996),0,0,0,0,0,1,26-Apr-96,0,0,0,0,823,0,0,1,0,0,1,Mulholland Falls,,,1017,4/19/02,"$31,874,869","$50,000,000", Murder by Numbers,"$56,643,267"
1018,Multiplicity (1996),0,0,0,0,1,0,12-Jul-96,0,0,0,0,1047,0,0,0,0,0,0,Multiplicity,,,1018,10/6/95,"$30,306,268","$50,000,000", Assassins,"$83,306,268"
1019,Muppet Treasure Island (1996),1,1,0,0,1,0,16-Feb-96,0,0,0,0,21,1,0,0,0,0,1,Muppet Treasure Island,,,1019,2/12/16,"$28,848,693","$50,000,000", Zoolander 2,"$55,348,693"
1020,Murder at 1600 (1997),0,0,0,0,0,0,18-Apr-97,0,0,0,0,322,0,1,0,0,0,1,Murder at 1600,,,1020,12/31/08,"$28,644,813","$50,000,000", Defiance,"$52,987,754"
